Entidad federativa,Grupo quinquenal de edad,año,Hombres,Mujeres,Total
Baja California Sur,55 a 59 años,"2,020","16,905","16,826","33,731"
Baja California Sur,60 a 64 años,"2,020","13,415","13,680","27,095"
Baja California Sur,65 a 69 años,"2,020","9,587","9,687","19,274"
Baja California Sur,70 a 74 años,"2,020","6,165","6,380","12,545"
Baja California Sur,No especificado,"2,020","1,913","1,929","3,842"
Baja California Sur,75 años y más,"2,020","7,786","8,908","16,694"
Campeche,0 a 4 años,"2,020","39,817","39,118","78,935"
Campeche,05 a 9 años,"2,020","41,624","40,391","82,015"
Campeche,10 a 14 años,"2,020","41,047","39,121","80,168"
Campeche,15 a 19 años,"2,020","38,468","37,672","76,140"
Campeche,20 a 24 años,"2,020","37,277","38,279","75,556"
Campeche,25 a 29 años,"2,020","35,046","37,752","72,798"
Campeche,30 a 34 años,"2,020","34,557","38,152","72,709"
Campeche,35 a 39 años,"2,020","33,611","36,664","70,275"
Campeche,40 a 44 años,"2,020","30,761","33,409","64,170"
Campeche,45 a 49 años,"2,020","28,036","29,592","57,628"
Campeche,50 a 54 años,"2,020","24,392","25,862","50,254"
Campeche,55 a 59 años,"2,020","19,857","20,948","40,805"
Campeche,60 a 64 años,"2,020","16,020","16,758","32,778"
Campeche,65 a 69 años,"2,020","12,530","13,266","25,796"
Campeche,70 a 74 años,"2,020","8,668","8,891","17,559"
Campeche,No especificado,"2,020","2,150","2,144","4,294"
Campeche,75 años y más,"2,020","13,078","13,405","26,483"
Chiapas,0 a 4 años,"2,020","288,911","285,241","574,152"
Chiapas,05 a 9 años,"2,020","308,758","304,034","612,792"
Chiapas,10 a 14 años,"2,020","295,114","288,018","583,132"
Chiapas,15 a 19 años,"2,020","262,521","264,056","526,577"
Chiapas,20 a 24 años,"2,020","223,732","240,791","464,523"
Chiapas,25 a 29 años,"2,020","198,455","225,948","424,403"
Chiapas,30 a 34 años,"2,020","184,761","211,284","396,045"
Chiapas,35 a 39 años,"2,020","174,270","198,593","372,863"
Chiapas,40 a 44 años,"2,020","156,472","172,732","329,204"
Chiapas,45 a 49 años,"2,020","135,809","148,524","284,333"
Chiapas,50 a 54 años,"2,020","117,157","126,691","243,848"
Chiapas,55 a 59 años,"2,020","94,905","101,450","196,355"
Chiapas,60 a 64 años,"2,020","77,668","81,058","158,726"
Chiapas,65 a 69 años,"2,020","62,035","63,742","125,777"
Chiapas,70 a 74 años,"2,020","43,119","42,736","85,855"
Chiapas,No especificado,"2,020","13,901","13,943","27,844"
Chiapas,75 años y más,"2,020","68,359","69,040","137,399"
Chihuahua,0 a 4 años,"2,020","147,610","143,676","291,286"
Chihuahua,05 a 9 años,"2,020","161,182","156,140","317,322"
Chihuahua,10 a 14 años,"2,020","169,615","164,100","333,715"
Chihuahua,15 a 19 años,"2,020","165,942","160,391","326,333"
Chihuahua,20 a 24 años,"2,020","157,281","156,786","314,067"
Chihuahua,25 a 29 años,"2,020","147,844","150,455","298,299"
Chihuahua,30 a 34 años,"2,020","135,649","139,995","275,644"
Chihuahua,35 a 39 años,"2,020","130,612","133,057","263,669"
Chihuahua,40 a 44 años,"2,020","124,354","127,629","251,983"
Chihuahua,45 a 49 años,"2,020","123,238","125,284","248,522"
Chihuahua,50 a 54 años,"2,020","107,604","112,326","219,930"
Chihuahua,55 a 59 años,"2,020","84,028","89,611","173,639"
Chihuahua,60 a 64 años,"2,020","66,530","74,331","140,861"
Chihuahua,65 a 69 años,"2,020","47,253","53,691","100,944"
Chihuahua,70 a 74 años,"2,020","34,187","39,831","74,018"
Chihuahua,No especificado,"2,020","3,813","3,826","7,639"
Chihuahua,75 años y más,"2,020","47,080","56,918","103,998"
Ciudad de México,0 a 4 años,"2,020","242,877","237,027","479,904"
Ciudad de México,05 a 9 años,"2,020","286,280","277,627","563,907"
Ciudad de México,10 a 14 años,"2,020","309,140","299,822","608,962"
Ciudad de México,15 a 19 años,"2,020","331,109","319,280","650,389"
Ciudad de México,20 a 24 años,"2,020","359,049","355,556","714,605"
Ciudad de México,25 a 29 años,"2,020","372,081","380,208","752,289"
Ciudad de México,30 a 34 años,"2,020","363,448","380,163","743,611"
Ciudad de México,35 a 39 años,"2,020","340,545","365,305","705,850"
Ciudad de México,40 a 44 años,"2,020","317,312","352,995","670,307"
Ciudad de México,45 a 49 años,"2,020","313,846","355,099","668,945"
Ciudad de México,50 a 54 años,"2,020","286,394","337,089","623,483"
Ciudad de México,55 a 59 años,"2,020","239,651","286,796","526,447"
Ciudad de México,60 a 64 años,"2,020","209,065","260,449","469,514"
Ciudad de México,65 a 69 años,"2,020","157,245","198,951","356,196"
Ciudad de México,70 a 74 años,"2,020","115,130","152,614","267,744"
Ciudad de México,No especificado,"2,020","4,783","4,843","9,626"
Ciudad de México,75 años y más,"2,020","156,972","241,193","398,165"
Coahuila de Zaragoza,0 a 4 años,"2,020","141,812","138,100","279,912"
Coahuila de Zaragoza,05 a 9 años,"2,020","140,417","135,807","276,224"
Coahuila de Zaragoza,10 a 14 años,"2,020","136,301","131,843","268,144"
Coahuila de Zaragoza,15 a 19 años,"2,020","136,850","132,434","269,284"
Coahuila de Zaragoza,20 a 24 años,"2,020","133,659","130,654","264,313"
Coahuila de Zaragoza,25 a 29 años,"2,020","122,570","123,347","245,917"
Coahuila de Zaragoza,30 a 34 años,"2,020","110,882","113,447","224,329"
Coahuila de Zaragoza,35 a 39 años,"2,020","109,371","110,263","219,634"
Coahuila de Zaragoza,40 a 44 años,"2,020","106,991","111,696","218,687"
Coahuila de Zaragoza,45 a 49 años,"2,020","100,846","104,356","205,202"
Coahuila de Zaragoza,50 a 54 años,"2,020","86,423","91,791","178,214"
Coahuila de Zaragoza,55 a 59 años,"2,020","69,115","73,100","142,215"
Coahuila de Zaragoza,60 a 64 años,"2,020","57,307","61,643","118,950"
Coahuila de Zaragoza,65 a 69 años,"2,020","40,630","43,792","84,422"
Coahuila de Zaragoza,70 a 74 años,"2,020","29,458","32,226","61,684"
Coahuila de Zaragoza,No especificado,"2,020","3,074","3,085","6,159"
Coahuila de Zaragoza,75 años y más,"2,020","37,963","45,518","83,481"
Colima,0 a 4 años,"2,020","26,532","25,781","52,313"
Colima,05 a 9 años,"2,020","30,646","29,403","60,049"
Colima,10 a 14 años,"2,020","30,952","29,849","60,801"
Colima,15 a 19 años,"2,020","30,667","29,996","60,663"
Colima,20 a 24 años,"2,020","29,637","29,706","59,343"
Colima,25 a 29 años,"2,020","28,584","29,451","58,035"
Colima,30 a 34 años,"2,020","27,688","29,748","57,436"
Colima,35 a 39 años,"2,020","26,634","27,932","54,566"
Colima,40 a 44 años,"2,020","24,786","26,393","51,179"
Colima,45 a 49 años,"2,020","23,147","23,986","47,133"
Colima,50 a 54 años,"2,020","20,037","21,504","41,541"
Colima,55 a 59 años,"2,020","16,843","17,976","34,819"
Colima,60 a 64 años,"2,020","14,473","15,322","29,795"
Colima,65 a 69 años,"2,020","10,602","11,469","22,071"
Colima,70 a 74 años,"2,020","7,710","8,376","16,086"
Colima,No especificado,"2,020",975,981,"1,956"
Colima,75 años y más,"2,020","10,709","12,896","23,605"
Durango,0 a 4 años,"2,020","85,081","82,519","167,600"
Durango,05 a 9 años,"2,020","89,816","86,217","176,033"
Durango,10 a 14 años,"2,020","86,764","83,507","170,271"
Durango,15 a 19 años,"2,020","82,839","80,151","162,990"
Durango,20 a 24 años,"2,020","76,936","76,652","153,588"
Durango,25 a 29 años,"2,020","69,038","72,069","141,107"
Durango,30 a 34 años,"2,020","63,232","66,294","129,526"
Durango,35 a 39 años,"2,020","57,634","61,196","118,830"
Durango,40 a 44 años,"2,020","55,778","59,198","114,976"
Durango,45 a 49 años,"2,020","52,309","55,761","108,070"
Durango,50 a 54 años,"2,020","45,980","51,029","97,009"
Durango,55 a 59 años,"2,020","37,971","42,026","79,997"
Durango,60 a 64 años,"2,020","31,635","34,901","66,536"
Durango,65 a 69 años,"2,020","23,758","25,969","49,727"
Durango,70 a 74 años,"2,020","17,758","19,198","36,956"
Durango,No especificado,"2,020","1,576","1,599","3,175"
Durango,75 años y más,"2,020","26,761","29,498","56,259"
Estados Unidos Mexicanos,0 a 4 años,"2,020","5,077,482","4,969,883","10,047,365"
Estados Unidos Mexicanos,05 a 9 años,"2,020","5,453,091","5,311,288","10,764,379"
Estados Unidos Mexicanos,10 a 14 años,"2,020","5,554,260","5,389,280","10,943,540"
Estados Unidos Mexicanos,15 a 19 años,"2,020","5,462,150","5,344,540","10,806,690"
Estados Unidos Mexicanos,20 a 24 años,"2,020","5,165,884","5,256,211","10,422,095"
Estados Unidos Mexicanos,25 a 29 años,"2,020","4,861,404","5,131,597","9,993,001"
Estados Unidos Mexicanos,30 a 34 años,"2,020","4,527,726","4,893,101","9,420,827"
Estados Unidos Mexicanos,35 a 39 años,"2,020","4,331,530","4,688,746","9,020,276"
Estados Unidos Mexicanos,40 a 44 años,"2,020","4,062,304","4,441,282","8,503,586"
Estados Unidos Mexicanos,45 a 49 años,"2,020","3,812,344","4,130,069","7,942,413"
Estados Unidos Mexicanos,50 a 54 años,"2,020","3,332,163","3,705,369","7,037,532"
Estados Unidos Mexicanos,55 a 59 años,"2,020","2,692,976","3,002,982","5,695,958"
Estados Unidos Mexicanos,60 a 64 años,"2,020","2,257,862","2,563,200","4,821,062"
Estados Unidos Mexicanos,65 a 69 años,"2,020","1,706,850","1,938,227","3,645,077"
Estados Unidos Mexicanos,70 a 74 años,"2,020","1,233,492","1,413,848","2,647,340"
Estados Unidos Mexicanos,No especificado,"2,020","136,194","137,192","273,386"
Estados Unidos Mexicanos,75 años y más,"2,020","1,805,678","2,223,819","4,029,497"
Guanajuato,0 a 4 años,"2,020","272,745","266,101","538,846"
Guanajuato,05 a 9 años,"2,020","277,429","270,116","547,545"
Guanajuato,10 a 14 años,"2,020","278,676","270,625","549,301"
Guanajuato,15 a 19 años,"2,020","277,977","274,115","552,092"
Guanajuato,20 a 24 años,"2,020","267,148","273,439","540,587"
Guanajuato,25 a 29 años,"2,020","242,026","259,842","501,868"
Guanajuato,30 a 34 años,"2,020","218,363","243,969","462,332"
Guanajuato,35 a 39 años,"2,020","208,278","230,767","439,045"
Guanajuato,40 a 44 años,"2,020","192,549","214,681","407,230"
Guanajuato,45 a 49 años,"2,020","174,419","191,241","365,660"
Guanajuato,50 a 54 años,"2,020","148,310","169,887","318,197"
Guanajuato,55 a 59 años,"2,020","116,934","133,874","250,808"
Guanajuato,60 a 64 años,"2,020","99,483","114,923","214,406"
Guanajuato,65 a 69 años,"2,020","75,898","85,867","161,765"
Guanajuato,70 a 74 años,"2,020","55,393","62,892","118,285"
Guanajuato,No especificado,"2,020","6,006","6,043","12,049"
Guanajuato,75 años y más,"2,020","84,820","102,098","186,918"
Guerrero,0 a 4 años,"2,020","169,332","166,126","335,458"
Guerrero,05 a 9 años,"2,020","177,163","173,847","351,010"
Guerrero,10 a 14 años,"2,020","176,233","172,260","348,493"
Guerrero,15 a 19 años,"2,020","162,620","163,920","326,540"
Guerrero,20 a 24 años,"2,020","133,690","148,277","281,967"
Guerrero,25 a 29 años,"2,020","118,352","137,839","256,191"
Guerrero,30 a 34 años,"2,020","109,644","128,332","237,976"
Guerrero,35 a 39 años,"2,020","102,989","119,168","222,157"
Guerrero,40 a 44 años,"2,020","97,642","111,478","209,120"
Guerrero,45 a 49 años,"2,020","89,571","101,207","190,778"
Guerrero,50 a 54 años,"2,020","80,393","93,679","174,072"
Guerrero,55 a 59 años,"2,020","69,264","79,708","148,972"
Guerrero,60 a 64 años,"2,020","59,295","67,470","126,765"
Guerrero,65 a 69 años,"2,020","48,671","55,525","104,196"
Guerrero,70 a 74 años,"2,020","36,646","40,798","77,444"
Guerrero,No especificado,"2,020","7,196","7,221","14,417"
Guerrero,75 años y más,"2,020","61,911","73,218","135,129"
Hidalgo,0 a 4 años,"2,020","120,314","117,875","238,189"
Hidalgo,05 a 9 años,"2,020","136,027","133,526","269,553"
Hidalgo,10 a 14 años,"2,020","143,492","140,184","283,676"
Hidalgo,15 a 19 años,"2,020","137,426","135,080","272,506"
Hidalgo,20 a 24 años,"2,020","116,241","121,946","238,187"
Hidalgo,25 a 29 años,"2,020","108,338","122,786","231,124"
Hidalgo,30 a 34 años,"2,020","102,706","121,520","224,226"
Hidalgo,35 a 39 años,"2,020","101,835","119,575","221,410"
Hidalgo,40 a 44 años,"2,020","97,725","113,323","211,048"
Hidalgo,45 a 49 años,"2,020","91,193","103,374","194,567"
Hidalgo,50 a 54 años,"2,020","79,935","91,744","171,679"
Hidalgo,55 a 59 años,"2,020","65,244","74,551","139,795"
Hidalgo,60 a 64 años,"2,020","55,713","63,216","118,929"
Hidalgo,65 a 69 años,"2,020","44,117","48,894","93,011"
Hidalgo,70 a 74 años,"2,020","31,397","34,782","66,179"
Hidalgo,No especificado,"2,020","1,588","1,618","3,206"
Hidalgo,75 años y más,"2,020","48,088","57,468","105,556"
Jalisco,0 a 4 años,"2,020","339,122","331,861","670,983"
Jalisco,05 a 9 años,"2,020","363,911","354,189","718,100"
Jalisco,10 a 14 años,"2,020","364,020","350,886","714,906"
Jalisco,15 a 19 años,"2,020","362,796","353,463","716,259"
Jalisco,20 a 24 años,"2,020","351,982","352,377","704,359"
Jalisco,25 a 29 años,"2,020","331,070","337,264","668,334"
Jalisco,30 a 34 años,"2,020","312,917","326,089","639,006"
Jalisco,35 a 39 años,"2,020","295,336","307,567","602,903"
Jalisco,40 a 44 años,"2,020","266,310","283,549","549,859"
Jalisco,45 a 49 años,"2,020","248,266","263,271","511,537"
Jalisco,50 a 54 años,"2,020","210,067","234,622","444,689"
Jalisco,55 a 59 años,"2,020","167,535","189,545","357,080"
Jalisco,60 a 64 años,"2,020","144,991","168,020","313,011"
Jalisco,65 a 69 años,"2,020","111,583","128,970","240,553"
Jalisco,70 a 74 años,"2,020","84,464","96,956","181,420"
Jalisco,No especificado,"2,020","25,503","25,548","51,051"
Jalisco,75 años y más,"2,020","118,582","145,519","264,101"
México,0 a 4 años,"2,020","644,777","631,609","1,276,386"
México,05 a 9 años,"2,020","699,573","681,559","1,381,132"
México,10 a 14 años,"2,020","740,376","724,173","1,464,549"
México,15 a 19 años,"2,020","747,531","729,134","1,476,665"
México,20 a 24 años,"2,020","705,458","709,701","1,415,159"
México,25 a 29 años,"2,020","667,933","699,594","1,367,527"
México,30 a 34 años,"2,020","615,018","668,246","1,283,264"
México,35 a 39 años,"2,020","596,686","657,610","1,254,296"
México,40 a 44 años,"2,020","563,714","633,375","1,197,089"
México,45 a 49 años,"2,020","542,558","603,324","1,145,882"
México,50 a 54 años,"2,020","473,362","533,715","1,007,077"
México,55 a 59 años,"2,020","373,977","421,734","795,711"
México,60 a 64 años,"2,020","307,001","354,099","661,100"
México,65 a 69 años,"2,020","221,241","254,157","475,398"
México,70 a 74 años,"2,020","152,248","178,657","330,905"
México,No especificado,"2,020","4,027","4,200","8,227"
México,75 años y más,"2,020","195,815","256,236","452,051"
Michoacán de Ocampo,0 a 4 años,"2,020","216,825","213,012","429,837"
Michoacán de Ocampo,05 a 9 años,"2,020","223,382","218,236","441,618"
Michoacán de Ocampo,10 a 14 años,"2,020","215,932","210,937","426,869"
Michoacán de Ocampo,15 a 19 años,"2,020","204,821","202,922","407,743"
Michoacán de Ocampo,20 a 24 años,"2,020","191,587","198,844","390,431"
Michoacán de Ocampo,25 a 29 años,"2,020","176,271","191,297","367,568"
Michoacán de Ocampo,30 a 34 años,"2,020","162,946","182,326","345,272"
Michoacán de Ocampo,35 a 39 años,"2,020","151,597","166,841","318,438"
Michoacán de Ocampo,40 a 44 años,"2,020","142,585","156,714","299,299"
Michoacán de Ocampo,45 a 49 años,"2,020","129,380","141,164","270,544"
Michoacán de Ocampo,50 a 54 años,"2,020","113,217","130,382","243,599"
Michoacán de Ocampo,55 a 59 años,"2,020","94,210","108,189","202,399"
Michoacán de Ocampo,60 a 64 años,"2,020","83,238","95,606","178,844"
Michoacán de Ocampo,65 a 69 años,"2,020","66,427","73,582","140,009"
Michoacán de Ocampo,70 a 74 años,"2,020","50,515","55,817","106,332"
Michoacán de Ocampo,No especificado,"2,020","1,746","1,784","3,530"
Michoacán de Ocampo,75 años y más,"2,020","81,662","94,852","176,514"
Morelos,0 a 4 años,"2,020","73,680","71,759","145,439"
Morelos,05 a 9 años,"2,020","80,637","78,298","158,935"
Morelos,10 a 14 años,"2,020","83,391","80,786","164,177"
Morelos,15 a 19 años,"2,020","84,628","82,026","166,654"
Morelos,20 a 24 años,"2,020","79,566","82,580","162,146"
Morelos,25 a 29 años,"2,020","74,612","79,983","154,595"
Morelos,30 a 34 años,"2,020","67,970","75,434","143,404"
Morelos,35 a 39 años,"2,020","63,749","72,245","135,994"
Morelos,40 a 44 años,"2,020","60,716","69,823","130,539"
Morelos,45 a 49 años,"2,020","58,030","66,348","124,378"
Morelos,50 a 54 años,"2,020","52,588","61,696","114,284"
Morelos,55 a 59 años,"2,020","44,357","51,767","96,124"
Morelos,60 a 64 años,"2,020","39,123","45,352","84,475"
Morelos,65 a 69 años,"2,020","30,758","34,892","65,650"
Morelos,70 a 74 años,"2,020","22,462","25,384","47,846"
Morelos,No especificado,"2,020",459,489,948
Morelos,75 años y más,"2,020","34,121","41,811","75,932"
Nayarit,0 a 4 años,"2,020","52,602","50,999","103,601"
Nayarit,05 a 9 años,"2,020","58,000","55,942","113,942"
Nayarit,10 a 14 años,"2,020","57,726","55,609","113,335"
Nayarit,15 a 19 años,"2,020","52,792","51,464","104,256"
Nayarit,20 a 24 años,"2,020","48,537","48,963","97,500"
Nayarit,25 a 29 años,"2,020","45,237","47,305","92,542"
Nayarit,30 a 34 años,"2,020","43,990","46,587","90,577"
Nayarit,35 a 39 años,"2,020","41,559","43,621","85,180"
Nayarit,40 a 44 años,"2,020","39,971","41,386","81,357"
Nayarit,45 a 49 años,"2,020","37,298","37,840","75,138"
Nayarit,50 a 54 años,"2,020","31,691","33,267","64,958"
Nayarit,55 a 59 años,"2,020","26,262","28,245","54,507"
Nayarit,60 a 64 años,"2,020","22,763","24,935","47,698"
Nayarit,65 a 69 años,"2,020","18,563","19,313","37,876"
Nayarit,70 a 74 años,"2,020","13,560","14,214","27,774"
Nayarit,No especificado,"2,020",572,596,"1,168"
Nayarit,75 años y más,"2,020","21,155","22,892","44,047"
Nuevo León,0 a 4 años,"2,020","229,807","225,102","454,909"
Nuevo León,05 a 9 años,"2,020","235,679","228,140","463,819"
Nuevo León,10 a 14 años,"2,020","235,404","227,316","462,720"
Nuevo León,15 a 19 años,"2,020","240,241","231,655","471,896"
Nuevo León,20 a 24 años,"2,020","255,533","248,293","503,826"
Nuevo León,25 a 29 años,"2,020","248,479","239,870","488,349"
Nuevo León,30 a 34 años,"2,020","227,051","221,419","448,470"
Nuevo León,35 a 39 años,"2,020","215,999","210,620","426,619"
Nuevo León,40 a 44 años,"2,020","204,944","204,546","409,490"
